SOLMETRIC PVA IV DATA v.,3.0

Measurement Date,3/21/2018
Measurement Time,1:40:20 PM
Sort Index,5
PC Software Revision,3.7.8410
Project File,Cochin CIAL 1MW (21-03-2018) (NISE)
Array Location,"Inv23-CB1-S2-Module2"

PVA Measurement Unit MAC Address,00158D00002ED046
SolSensor Unit MAC Address,00158D00002874EC

,MEASUREMENTS,MODEL PREDICTIONS
Pmax,158.929425362335,178.744984853615
Vmpp,26.3354590315187,24.4280304168636
Impp,6.03480748796235,7.31720821545319
Voc,33.0729164782045,31.8542385032944,
Isc,7.64580187297646,7.71609308845038,

SolSensor Measurements
Irradiance (W/m^2),880.565246582031
Temperature Thermocouple 1 (Deg C),57.6732788085938
Temperature Thermocouple 2 (Deg C),=NA()
Pitch (Deg),0.918050912558537
Roll (Deg),-10.4068058633065
Tilt (from pitch and roll above) (Deg),10.4467763836025

MODEL DETAILS
Irradiance used in model (W/m^2),875.657993468764,Method: Measured
Cell Temperature used in model (Deg C),60.2946965936143,Method: SmartTemp
Tilt use in model (Deg),10.4467763836025,Method: Measured
Array Azimuth (Deg),180
User Series R (Ohms),0.059934
Performance Factor (%),88.9
Latitude,11.15
Longitude,76.4
Time Zone,5
Module Mfr,EMMVEE Toughened Glass and Photovoltaics Pvt. Ltd
Module Model,ESD250MP (Diamond)
# of Modules in String,1
# of Strings in Parallel,1
Inverter Mfr,Undefined Inverter
Inverter Model,Undefined Inverter
Wire Gauge (AWG),10
Wire Length (ft; one way),30

IV Measurements:
VOLTS,AMPS,WATTS
0.27654543891055,7.64580187297646,2.11441163478538
1.74600131501814,7.64172618807745,13.3424639733918
3.2459804259526,7.63153697582995,24.7718196434775
4.65402302076552,7.61523423623395,35.4414754439545
6.18467820471058,7.60912070888545,47.0599630052557
7.62351914308106,7.60504502398645,57.977206324354
9.06226837854131,7.59485581173894,68.8266216623025
10.5317242546489,7.59078012683994,79.9440031735471
11.9398279847353,7.57855307214294,90.486620054574
13.3782715438281,7.54798543540043,100.978998763647
14.7537734397892,7.4032986214859,109.226590568506
15.9737552361253,7.09558441161133,113.343128648345
17.0685567618429,6.60650222373123,112.763458202998
18.2263610859658,6.23561489792214,113.652568722557
19.389698152339,6.23357705547264,120.867177514961
20.5529740834388,6.22746352812414,127.992896499096
21.6856350768015,6.22135000077564,134.913925801879
22.8794953780017,6.21319863097764,142.154849360059
23.9813885954435,6.19689589138164,148.61016845673
25.1138967506225,6.18059315178563,155.218778271549
26.2448765239643,6.06239828971461,159.106894552652
27.2196331420362,5.73430565534503,156.085696262795
28.0090494813013,5.29616952870244,148.340674390787
28.7059485193467,4.81320086817083,138.167496334987
29.3414342760975,4.31800515294222,126.696464398905
29.8852280578207,3.83299864996112,114.550038799407
30.3377578114307,3.38671115352052,102.745222752776
30.7601311418547,2.97099129382243,91.3880818192864
31.0913932823492,2.60417965291234,80.9675737665894
31.4232362079418,2.27608701854277,71.5220200134996
31.6026463652205,1.99078907561271,62.9142031443327
31.7825761723238,1.74013445432415,55.3059558446426
31.9937017022623,1.52819883957611,48.8927378151414
32.0827342928933,1.34071733422207,43.0138779957228
32.2333941382762,1.17972778071153,38.0266305315487
32.3537752899261,1.0411544941455,33.6852785456802
32.4439083154799,0.927035316973476,30.0766488290993
32.5341330439438,0.819029667149952,26.6464201579936
32.5634947085745,0.735478126720433,23.9497380877331
32.6542085192263,0.660077956088917,21.5543232170722
32.6838147249509,0.592829155255402,19.3759182739167
32.7135737688593,0.535769566669389,17.5269372423488
32.7740700210517,0.486861347881379,15.9564279060079
32.8040124707804,0.442028813992369,14.5003187266499
32.8340160557827,0.40127196500236,13.1753701416229
32.8335269735948,0.368666485810353,12.1046210061146
32.863652829144,0.336061006618345,11.044192250918
32.8632554498664,0.30956905477484,10.1734469264392
32.9547334514368,0.285114945380834,9.39588702804635
32.923843404969,0.26677436333533,8.78323736291271
32.9541220987019,0.244358096390825,8.05260654426963
32.8926476821338,0.228055356794822,7.50134450307538
32.9842479542512,0.211752617198818,6.98450083064744
32.9840034131572,0.195449877602814,6.44671942995239
32.9838200073368,0.183222822905812,6.04338861196143
32.9530522314159,0.173033610658309,5.70198560981376
33.0141292687064,0.162844398410807,5.37616601981912
33.0446525035333,0.156730871062306,5.17911717082998
33.0444996653496,0.146541658814804,4.84239579566555
33.0137318894288,0.136352446567301,4.50150311344055
33.0442856918924,0.1322767616683,4.37099110296568
32.9829335458712,0.124125391870299,4.09401955141329
33.0747172238091,0.120049706971298,3.97061011087681
33.0440411507985,0.115974022072297,3.83225035778059
33.0439188802515,0.107822652274295,3.56288297520537
33.0745032503519,0.105784809824795,3.49878003638802
33.0437966097045,0.0996712824762933,3.29351758597504
33.0131205366939,0.0955955975772924,3.15590898559644
33.0743198445314,0.093557755127792,3.09435911703294
33.0436743391576,0.0915199126782915,3.0241541900896
33.0435826362473,0.0854063853297902,2.8221329513081
33.074136438711,0.0813307004307893,2.68994268270385
33.0435215009738,0.0813307004307893,2.68745274837405
33.0740753034375,0.0772550155317884,2.5551382012666
33.0739836005272,0.071141488183287,2.35293241349114
33.0739530328905,0.0691036457337866,2.28553073340076
33.0433075275166,0.0670658032842861,2.2160759625026
33.0432769598799,0.0650279608347857,2.14873692000005
33.1044762677174,0.0629901183852852,2.08525487918638
33.1044457000806,0.0609522759357848,2.01779130901252
33.0737390594333,0.0548387485872834,1.81372246112168
33.1041705913499,0.0426116938902807,1.41062478373024
33.0429712835125,0.0446495363397812,1.47535334709754
33.0735556536128,0.0426116938902807,1.40932022937491
