"","V","I"
"107",10.610354,9.712681
"108",10.710452,9.712555
"109",10.810549,9.712488
"110",10.910647,9.712409
"111",11.010745,9.712341
"112",11.110842,9.712309
"113",11.21094,9.712306
"114",11.311038,9.712322
"115",11.411135,9.712341
"116",11.511233,9.712359
"117",11.611331,9.712343
"118",11.711428,9.712349
"119",11.811526,9.712326
"120",11.911624,9.712303
"121",12.011722,9.712291
"122",12.111819,9.712301
"123",12.211917,9.712263
"124",12.312015,9.712314
"125",12.412112,9.712386
"126",12.51221,9.712473
"127",12.612308,9.712564
"128",12.712405,9.712648
"129",12.812503,9.712668
"130",12.912601,9.712712
"131",13.012698,9.71273
"132",13.112796,9.712724
"133",13.212894,9.712703
"134",13.312991,9.712681
"135",13.413089,9.712599
"136",13.513187,9.712563
"137",13.613284,9.712526
"138",13.713382,9.71248
"139",13.81348,9.712415
"140",13.913577,9.712324
"141",14.013675,9.712203
"142",14.113773,9.712048
"143",14.21387,9.711887
"144",14.313968,9.711693
"145",14.414066,9.711504
"146",14.514164,9.711316
"147",14.614261,9.711132
"148",14.714359,9.710998
"149",14.814457,9.710832
"150",14.914554,9.710677
"151",15.014652,9.710532
"152",15.11475,9.710394
"153",15.214847,9.710255
"154",15.314945,9.71013
"155",15.415043,9.709972
"156",15.51514,9.709808
"157",15.615238,9.709635
"158",15.715336,9.70945
"159",15.815433,9.709269
"160",15.915531,9.709089
"161",16.015629,9.708972
"162",16.115726,9.708797
"163",16.215824,9.708621
"164",16.315922,9.708445
"165",16.416019,9.708273
"166",16.516117,9.70811
"167",16.616215,9.708013
"168",16.716312,9.707876
"169",16.81641,9.707753
"170",16.916508,9.707643
"171",17.016605,9.707482
"172",17.116703,9.707372
"173",17.216801,9.707303
"174",17.316899,9.707196
"175",17.416996,9.707068
"176",17.517094,9.70693
"177",17.617192,9.706791
"178",17.717289,9.706661
"179",17.817387,9.706538
"180",17.917485,9.706492
"181",18.017582,9.706369
"182",18.11768,9.706251
"183",18.217778,9.706138
"184",18.317875,9.706031
"185",18.417973,9.705929
"186",18.518071,9.705862
"187",18.618168,9.705778
"188",18.718266,9.705704
"189",18.818364,9.705633
"190",18.918461,9.705557
"191",19.018559,9.705478
"192",19.118657,9.705474
"193",19.218754,9.705402
"194",19.318852,9.705331
"195",19.41895,9.705268
"196",19.519047,9.705212
"197",19.619145,9.705159
"198",19.719243,9.705065
"199",19.819341,9.704987
"200",19.919438,9.704891
"201",20.019536,9.704788
"202",20.119634,9.704684
"203",20.219731,9.704581
"204",20.319829,9.704483
"205",20.419927,9.704318
"206",20.520024,9.704239
"207",20.620122,9.704175
"208",20.72022,9.704124
"209",20.820317,9.704088
"210",20.920415,9.70407
"211",21.020513,9.704115
"212",21.12061,9.704083
"213",21.220708,9.704164
"214",21.320806,9.704179
"215",21.420903,9.704186
"216",21.521001,9.70417
"217",21.621099,9.704124
"218",21.721196,9.704046
"219",21.821294,9.703937
"220",21.921392,9.703804
"221",22.021489,9.703654
"222",22.121587,9.703424
"223",22.221685,9.703254
"224",22.321783,9.703061
"225",22.42188,9.702865
"226",22.521978,9.702668
"227",22.622076,9.702463
"228",22.722173,9.70225
"229",22.822271,9.70204
"230",22.922369,9.701895
"231",23.022466,9.701703
"232",23.122564,9.701523
"233",23.222662,9.701355
"234",23.322759,9.701199
"235",23.422857,9.701055
"236",23.522955,9.700922
"237",23.623052,9.70083
"238",23.72315,9.700721
"239",23.823248,9.700601
"240",23.923345,9.700498
"241",24.023443,9.700403
"242",24.123541,9.700314
"243",24.223638,9.700257
"244",24.323736,9.700173
"245",24.423834,9.700086
"246",24.523931,9.699999
"247",24.624029,9.699883
"248",24.724127,9.69983
"249",24.824224,9.699774
"250",24.924322,9.69973
"251",25.02442,9.699704
"252",25.124518,9.69969
"253",25.224615,9.699686
"254",25.324713,9.69968
"255",25.424811,9.699731
"256",25.524908,9.699654
"257",25.625006,9.69963
"258",25.725104,9.699586
"259",25.825201,9.699513
"260",25.925299,9.699404
"261",26.025397,9.699353
"262",26.125494,9.699097
"263",26.225592,9.69894
"264",26.32569,9.698703
"265",26.425787,9.698459
"266",26.525885,9.698223
"267",26.625983,9.697997
"268",26.72608,9.69783
"269",26.826178,9.697544
"270",26.926276,9.697273
"271",27.026373,9.697091
"272",27.126471,9.696914
"273",27.226569,9.696749
"274",27.326666,9.696613
"275",27.426764,9.696485
"276",27.526862,9.696371
"277",27.62696,9.696276
"278",27.727057,9.696204
"279",27.827155,9.696155
"280",27.927253,9.696191
"281",28.02735,9.696113
"282",28.127448,9.696116
"283",28.227546,9.696135
"284",28.327643,9.696161
"285",28.427741,9.696181
"286",28.527839,9.696181
"287",28.627936,9.696194
"288",28.728034,9.696157
"289",28.828132,9.69609
"290",28.928229,9.695996
"291",29.028327,9.695883
"292",29.128425,9.695761
"293",29.228522,9.695622
"294",29.32862,9.695497
"295",29.428718,9.695387
"296",29.528815,9.695222
"297",29.628913,9.695129
"298",29.729011,9.695051
"299",29.829108,9.694997
"300",29.929206,9.694913
"301",30.029304,9.694818
"302",30.129402,9.694712
"303",30.229499,9.694612
"304",30.329597,9.694529
"305",30.429695,9.694468
"306",30.529792,9.6945
"307",30.62989,9.694502
"308",30.729988,9.694522
"309",30.830085,9.69455
"310",30.930183,9.694572
"311",31.030281,9.694585
"312",31.130378,9.694723
"313",31.230476,9.694681
"314",31.330574,9.694607
"315",31.430671,9.694503
"316",31.530769,9.694373
"317",31.630867,9.694215
"318",31.730964,9.693967
"319",31.831062,9.693991
"320",31.93116,9.693803
"321",32.031257,9.693606
"322",32.131355,9.693402
"323",32.231453,9.69319
"324",32.33155,9.69276
"325",32.431648,9.692633
"326",32.531746,9.692331
"327",32.631843,9.692015
"328",32.731941,9.691689
"329",32.832039,9.69137
"330",32.932137,9.691092
"331",33.032234,9.690753
"332",33.132332,9.690759
"333",33.23243,9.690528
"334",33.332527,9.690317
"335",33.432625,9.690115
"336",33.532723,9.689911
"337",33.63282,9.689703
"338",33.732918,9.689574
"339",33.833016,9.689477
"340",33.933113,9.689256
"341",34.033211,9.68903
"342",34.133309,9.688816
"343",34.233406,9.688615
"344",34.333504,9.68849
"345",34.433602,9.688288
"346",34.533699,9.688096
"347",34.633797,9.687904
"348",34.733895,9.687696
"349",34.833992,9.687448
"350",34.93409,9.687132
"351",35.034188,9.686485
"352",35.134285,9.685985
"353",35.234383,9.685373
"354",35.334481,9.684603
"355",35.434579,9.683673
"356",35.534676,9.682558
"357",35.634774,9.681379
"358",35.734872,9.679806
"359",35.834969,9.677952
"360",35.935067,9.675798
"361",36.035165,9.673304
"362",36.135262,9.670443
"363",36.23536,9.666906
"364",36.335458,9.663832
"365",36.435555,9.659692
"366",36.535653,9.655229
"367",36.635751,9.650169
"368",36.735848,9.644649
"369",36.835946,9.638411
"370",36.936044,9.632001
"371",37.036141,9.625899
"372",37.136239,9.618636
"373",37.236337,9.610941
"374",37.336434,9.60281
"375",37.436532,9.594238
"376",37.53663,9.585001
"377",37.636727,9.575405
"378",37.736825,9.565294
"379",37.836923,9.555709
"380",37.93702,9.544574
"381",38.037118,9.533809
"382",38.137216,9.521424
"383",38.237314,9.508572
"384",38.337411,9.495135
"385",38.437509,9.481066
"386",38.537607,9.466314
"387",38.637704,9.45087
"388",38.737802,9.436107
"389",38.8379,9.418752
"390",38.937997,9.400956
"391",39.038095,9.38236
"392",39.138193,9.362954
"393",39.23829,9.342687
"394",39.338388,9.321554
"395",39.438486,9.299487
"396",39.538583,9.275818
"397",39.638681,9.253504
"398",39.738779,9.228495
"399",39.838876,9.202443
"400",39.938974,9.175295
"401",40.039072,9.146986
"402",40.139169,9.119803
"403",40.239267,9.089088
"404",40.339365,9.056333
"405",40.439462,9.022907
"406",40.53956,8.990461
"407",40.639658,8.954369
"408",40.739756,8.916779
"409",40.839853,8.877669
"410",40.939951,8.836949
"411",41.040049,8.794549
"412",41.140146,8.752021
"413",41.240244,8.706181
"414",41.340342,8.658496
"415",41.440439,8.608933
"416",41.540537,8.557423
"417",41.640635,8.506922
"418",41.740732,8.451726
"419",41.84083,8.393127
"420",41.940928,8.333819
"421",42.041025,8.275198
"422",42.141123,8.208393
"423",42.241221,8.142458
"424",42.341318,8.072148
"425",42.441416,8.004549
"426",42.541514,7.931406
"427",42.641611,7.855706
"428",42.741709,7.780677
"429",42.841807,7.699868
"430",42.941904,7.614441
"431",43.042002,7.52812
"432",43.1421,7.438373
"433",43.242198,7.346093
"434",43.342295,7.253756
"435",43.442393,7.155361
"436",43.542491,7.053734
"437",43.642588,6.950009
"438",43.742686,6.838663
"439",43.842784,6.730427
"440",43.942881,6.615776
"441",44.042979,6.500587
"442",44.143077,6.375569
"443",44.243174,6.247938
"444",44.343272,6.122204
"445",44.44337,5.986392
"446",44.543467,5.853179
"447",44.643565,5.710548
"448",44.743663,5.569633
"449",44.84376,5.421428
"450",44.943858,5.269937
"451",45.043956,5.114095
"452",45.144053,4.951824
"453",45.244151,4.791035
"454",45.344249,4.622914
"455",45.444346,4.448319
"456",45.544444,4.278431
"457",45.644542,4.095534
"458",45.744639,3.911004
"459",45.844737,3.719749
"460",45.944835,3.526588
"461",46.044933,3.32831
"462",46.14503,3.12629
"463",46.245128,2.922139
"464",46.345226,2.710288
"465",46.445323,2.494005
"466",46.545421,2.272867
"467",46.645519,2.046055
"468",46.745616,1.822462
"469",46.845714,1.586073
"470",46.945812,1.350042
"471",47.045909,1.104236
"472",47.146007,0.862192
"473",47.246105,0.605611
"474",47.346202,0.349219
"475",47.4463,0.090889
"476",47.546398,-0.174803
