"","V","I"
"1302",32.26,8.995
"1303",32.279,9.001
"1304",32.275,8.996
"1305",32.27,8.994
"1306",32.279,9.001
"1307",32.274,8.994
"1308",32.275,8.993
"1309",32.273,8.998
"1310",32.27,8.996
"1311",32.277,8.993
"1312",32.277,8.992
"1313",32.284,8.998
"1314",32.28,8.993
"1315",32.271,8.992
"1316",32.295,8.998
"1317",32.287,8.991
"1318",32.282,8.991
"1319",32.289,8.996
"1320",32.286,8.99
"1321",32.287,8.99
"1322",32.286,8.991
"1323",32.293,8.993
"1324",32.298,8.989
"1325",32.29,8.988
"1326",32.304,8.995
"1327",32.304,8.989
"1328",32.297,8.988
"1329",32.311,8.995
"1330",32.305,8.987
"1331",32.302,8.987
"1332",32.299,8.993
"1333",32.303,8.988
"1334",32.307,8.987
"1335",32.303,8.987
"1336",32.311,8.993
"1337",32.313,8.987
"1338",32.306,8.985
"1339",32.319,8.992
"1340",32.311,8.987
"1341",32.31,8.984
"1342",32.317,8.991
"1343",32.308,8.985
"1344",32.31,8.985
"1345",32.312,8.987
"1346",32.316,8.987
"1347",32.317,8.984
"1348",32.311,8.982
"1349",32.326,8.99
"1350",32.319,8.984
"1351",32.307,8.982
"1352",32.327,8.989
"1353",32.321,8.982
"1354",32.32,8.981
"1355",32.31,8.988
"1356",32.32,8.983
"1357",32.325,8.981
"1358",32.317,8.982
"1359",32.321,8.986
"1360",32.325,8.981
"1361",32.316,8.979
"1362",32.332,8.986
"1363",32.322,8.98
"1364",32.317,8.979
"1365",32.332,8.985
"1366",32.321,8.98
"1367",32.328,8.978
"1368",32.323,8.982
"1369",32.329,8.981
"1370",32.335,8.978
"1371",32.335,8.976
"1372",32.341,8.983
"1373",32.34,8.978
"1374",32.334,8.976
"1375",32.354,8.982
"1376",32.347,8.976
"1377",32.343,8.975
"1378",32.349,8.981
"1379",32.345,8.976
"1380",32.354,8.975
"1381",32.345,8.976
"1382",32.355,8.979
"1383",32.355,8.974
"1384",32.344,8.974
"1385",32.36,8.98
"1386",32.357,8.974
"1387",32.346,8.973
"1388",32.357,8.979
"1389",32.35,8.973
"1390",32.349,8.973
"1391",32.353,8.976
"1392",32.348,8.975
"1393",32.36,8.972
"1394",32.355,8.971
"1395",32.362,8.977
"1396",32.357,8.971
"1397",32.353,8.97
"1398",32.369,8.977
"1399",32.355,8.97
"1400",32.351,8.969
"1401",32.357,8.976
"1402",32.36,8.97
"1403",32.359,8.969
"1404",32.356,8.97
"1405",32.363,8.973
"1406",32.37,8.968
"1407",32.36,8.967
"1408",32.371,8.974
"1409",32.37,8.968
"1410",32.36,8.966
"1411",32.375,8.973
"1412",32.37,8.966
"1413",32.368,8.966
"1414",32.368,8.97
"1415",32.376,8.967
"1416",32.379,8.965
"1417",32.375,8.964
"1418",32.38,8.97
"1419",32.381,8.966
"1420",32.376,8.963
"1421",32.389,8.97
"1422",32.379,8.964
"1423",32.377,8.962
"1424",32.383,8.969
"1425",32.381,8.963
"1426",32.383,8.962
"1427",32.378,8.965
"1428",32.384,8.965
"1429",32.389,8.962
"1430",32.381,8.962
"1431",32.399,8.968
"1432",32.391,8.962
"1433",32.384,8.96
"1434",32.401,8.967
"1435",32.393,8.96
"1436",32.392,8.959
"1437",32.386,8.966
"1438",32.392,8.961
"1439",32.397,8.96
"1440",32.39,8.959
"1441",32.395,8.964
"1442",32.4,8.96
"1443",32.395,8.958
"1444",32.415,8.964
"1445",32.396,8.959
"1446",32.397,8.957
"1447",32.406,8.963
"1448",32.395,8.957
"1449",32.398,8.957
"1450",32.395,8.96
"1451",32.4,8.959
"1452",32.406,8.956
"1453",32.397,8.955
"1454",32.412,8.962
"1455",32.414,8.955
"1456",32.4,8.954
"1457",32.421,8.96
"1458",32.408,8.954
"1459",32.407,8.953
"1460",32.411,8.96
"1461",32.415,8.955
"1462",32.419,8.953
"1463",32.412,8.954
"1464",32.42,8.958
"1465",32.429,8.953
"1466",32.422,8.952
"1467",32.432,8.959
"1468",32.427,8.952
"1469",32.419,8.951
"1470",32.433,8.958
"1471",32.422,8.952
"1472",32.43,8.951
"1473",32.426,8.954
"1474",32.43,8.953
"1475",32.434,8.951
"1476",32.429,8.949
"1477",32.438,8.955
"1478",32.437,8.95
"1479",32.431,8.949
"1480",32.445,8.955
"1481",32.437,8.948
"1482",32.426,8.948
"1483",32.442,8.954
"1484",32.444,8.948
"1485",32.44,8.947
"1486",32.431,8.949
"1487",32.443,8.951
"1488",32.448,8.947
"1489",32.439,8.945
"1490",32.447,8.953
"1491",32.445,8.946
"1492",32.44,8.944
"1493",32.444,8.952
"1494",32.437,8.945
"1495",32.441,8.944
"1496",32.44,8.948
"1497",32.441,8.946
"1498",32.443,8.944
"1499",32.439,8.943
"1500",32.448,8.948
"1501",32.449,8.944
"1502",32.444,8.941
"1503",32.456,8.948
"1504",32.445,8.941
"1505",32.443,8.94
"1506",32.453,8.947
"1507",32.454,8.941
"1508",32.454,8.94
"1509",32.448,8.942
"1510",32.462,8.943
"1511",32.462,8.94
"1512",32.457,8.939
"1513",32.475,8.945
"1514",32.465,8.939
"1515",32.459,8.938
"1516",32.47,8.945
"1517",32.462,8.938
"1518",32.464,8.937
"1519",32.462,8.943
"1520",32.465,8.94
"1521",32.474,8.937
"1522",32.459,8.937
"1523",32.469,8.942
"1524",32.471,8.937
"1525",32.462,8.935
"1526",32.475,8.941
"1527",32.462,8.936
"1528",32.463,8.934
"1529",32.475,8.941
"1530",32.469,8.935
"1531",32.471,8.934
"1532",32.474,8.936
"1533",32.479,8.936
"1534",32.48,8.933
"1535",32.468,8.932
"1536",32.492,8.937
"1537",32.486,8.932
"1538",32.476,8.931
"1539",32.491,8.938
"1540",32.484,8.931
"1541",32.488,8.93
"1542",32.494,8.936
"1543",32.491,8.931
"1544",32.495,8.929
"1545",32.489,8.929
"1546",32.49,8.934
"1547",32.501,8.928
"1548",32.486,8.927
"1549",32.502,8.934
"1550",32.497,8.928
"1551",32.492,8.926
"1552",32.504,8.933
"1553",32.5,8.927
"1554",32.503,8.925
"1555",32.503,8.929
"1556",32.507,8.928
"1557",32.51,8.926
"1558",32.507,8.924
"1559",32.516,8.93
"1560",32.522,8.925
"1561",32.512,8.924
"1562",32.529,8.93
"1563",32.518,8.923
"1564",32.517,8.923
"1565",32.525,8.928
"1566",32.525,8.923
"1567",32.521,8.921
"1568",32.517,8.923
"1569",32.524,8.926
"1570",32.527,8.922
"1571",32.525,8.92
"1572",32.53,8.928
"1573",32.531,8.92
"1574",32.523,8.919
"1575",32.534,8.926
"1576",32.526,8.919
"1577",32.53,8.918
"1578",32.528,8.922
"1579",32.529,8.92
"1580",32.528,8.918
"1581",32.525,8.916
"1582",32.538,8.922
"1583",32.533,8.918
"1584",32.525,8.915
"1585",32.543,8.922
"1586",32.536,8.915
"1587",32.532,8.915
"1588",32.538,8.921
"1589",32.539,8.915
"1590",32.543,8.913
"1591",32.535,8.915
"1592",32.542,8.917
"1593",32.546,8.913
"1594",32.538,8.912
"1595",32.556,8.918
"1596",32.552,8.912
"1597",32.547,8.912
"1598",32.556,8.918
"1599",32.549,8.911
"1600",32.559,8.91
"1601",32.555,8.916
"1602",32.554,8.912
"1603",32.558,8.909
"1604",32.548,8.909
"1605",32.563,8.915
"1606",32.563,8.91
"1607",32.553,8.908
"1608",32.572,8.915
"1609",32.56,8.908
"1610",32.559,8.908
"1611",32.57,8.913
"1612",32.56,8.907
"1613",32.568,8.906
"1614",32.561,8.908
"1615",32.567,8.91
"1616",32.57,8.906
"1617",32.562,8.905
"1618",32.581,8.911
"1619",32.579,8.905
"1620",32.566,8.904
"1621",32.579,8.911
"1622",32.574,8.903
"1623",32.574,8.903
"1624",32.576,8.908
"1625",32.57,8.903
"1626",32.58,8.903
"1627",32.573,8.903
"1628",32.58,8.907
"1629",32.584,8.902
"1630",32.577,8.9
"1631",32.591,8.906
"1632",32.582,8.901
"1633",32.576,8.899
"1634",32.591,8.906
"1635",32.586,8.898
"1636",32.586,8.897
"1637",32.589,8.901
"1638",32.588,8.901
"1639",32.594,8.897
"1640",32.588,8.895
"1641",32.603,8.902
"1642",32.601,8.897
"1643",32.59,8.895
"1644",32.604,8.901
"1645",32.602,8.895
"1646",32.602,8.895
"1647",32.601,8.9
"1648",32.609,8.894
"1649",32.607,8.894
"1650",32.605,8.894
"1651",32.609,8.898
"1652",32.61,8.894
"1653",32.602,8.892
"1654",32.618,8.899
"1655",32.61,8.892
"1656",32.605,8.892
"1657",32.613,8.898
"1658",32.612,8.891
"1659",32.618,8.889
"1660",32.609,8.894
"1661",32.614,8.892
"1662",32.614,8.889
"1663",32.614,8.888
"1664",32.622,8.894
"1665",32.617,8.889
"1666",32.611,8.886
"1667",32.628,8.894
"1668",32.619,8.887
"1669",32.618,8.886
"1670",32.621,8.892
"1671",32.623,8.886
"1672",32.627,8.885
"1673",32.617,8.886
"1674",32.626,8.888
"1675",32.629,8.885
"1676",32.622,8.883
"1677",32.639,8.889
"1678",32.63,8.884
"1679",32.625,8.883
"1680",32.64,8.889
"1681",32.63,8.882
"1682",32.635,8.881
"1683",32.633,8.885
"1684",32.634,8.883
"1685",32.64,8.881
"1686",32.634,8.88
"1687",32.648,8.886
"1688",32.647,8.879
"1689",32.638,8.878
"1690",32.657,8.886
"1691",32.648,8.879
"1692",32.65,8.877
"1693",32.655,8.883
"1694",32.652,8.878
"1695",32.663,8.877
"1696",32.654,8.879
"1697",32.659,8.881
"1698",32.667,8.877
"1699",32.66,8.875
"1700",32.674,8.882
"1701",32.669,8.876
"1702",32.657,8.875
"1703",32.679,8.882
"1704",32.668,8.875
"1705",32.664,8.874
"1706",32.666,8.878
"1707",32.665,8.875
"1708",32.671,8.873
"1709",32.667,8.873
"1710",32.67,8.878
"1711",32.67,8.873
"1712",32.663,8.871
"1713",32.678,8.878
"1714",32.671,8.872
"1715",32.661,8.871
"1716",32.676,8.876
"1717",32.672,8.87
"1718",32.673,8.868
"1719",32.666,8.871
"1720",32.672,8.873
"1721",32.68,8.868
"1722",32.672,8.867
"1723",32.683,8.873
"1724",32.683,8.868
"1725",32.678,8.866
"1726",32.689,8.873
"1727",32.688,8.866
"1728",32.684,8.865
"1729",32.684,8.869
"1730",32.685,8.866
"1731",32.69,8.865
"1732",32.688,8.864
"1733",32.696,8.869
"1734",32.692,8.864
"1735",32.693,8.862
"1736",32.707,8.869
"1737",32.697,8.862
"1738",32.694,8.861
"1739",32.697,8.868
"1740",32.698,8.861
"1741",32.696,8.86
"1742",32.691,8.863
"1743",32.697,8.864
"1744",32.706,8.86
"1745",32.696,8.858
"1746",32.714,8.865
"1747",32.704,8.859
"1748",32.702,8.857
"1749",32.716,8.864
"1750",32.706,8.858
"1751",32.707,8.856
"1752",32.703,8.861
"1753",32.711,8.858
"1754",32.715,8.856
"1755",32.709,8.856
"1756",32.717,8.86
"1757",32.722,8.855
"1758",32.712,8.853
"1759",32.727,8.86
"1760",32.712,8.854
"1761",32.716,8.853
"1762",32.726,8.859
"1763",32.713,8.852
"1764",32.719,8.852
"1765",32.716,8.855
"1766",32.727,8.854
"1767",32.731,8.85
"1768",32.72,8.849
"1769",32.737,8.855
"1770",32.733,8.848
"1771",32.722,8.847
"1772",32.743,8.855
"1773",32.733,8.848
"1774",32.73,8.846
"1775",32.736,8.851
"1776",32.737,8.848
"1777",32.748,8.846
"1778",32.741,8.845
"1779",32.749,8.85
"1780",32.755,8.845
"1781",32.747,8.843
"1782",32.759,8.85
"1783",32.753,8.844
"1784",32.747,8.843
"1785",32.762,8.849
"1786",32.753,8.842
"1787",32.752,8.842
"1788",32.75,8.845
"1789",32.756,8.844
"1790",32.765,8.842
"1791",32.755,8.84
"1792",32.761,8.845
"1793",32.764,8.839
"1794",32.753,8.839
"1795",32.771,8.846
"1796",32.762,8.838
"1797",32.758,8.837
"1798",32.764,8.843
"1799",32.766,8.838
"1800",32.766,8.836
"1801",32.767,8.837
"1802",32.777,8.84
"1803",32.777,8.836
"1804",32.772,8.833
"1805",32.778,8.841
"1806",32.778,8.834
"1807",32.772,8.832
"1808",32.782,8.839
"1809",32.772,8.833
"1810",32.776,8.832
"1811",32.774,8.835
"1812",32.78,8.834
"1813",32.784,8.832
"1814",32.781,8.83
"1815",32.793,8.834
"1816",32.783,8.83
"1817",32.78,8.828
"1818",32.792,8.835
"1819",32.789,8.827
"1820",32.785,8.827
"1821",32.79,8.833
"1822",32.793,8.827
"1823",32.797,8.826
"1824",32.791,8.827
"1825",32.808,8.83
"1826",32.81,8.825
"1827",32.798,8.823
"1828",32.815,8.83
"1829",32.805,8.824
"1830",32.812,8.822
"1831",32.817,8.83
"1832",32.81,8.822
"1833",32.813,8.821
"1834",32.813,8.825
"1835",32.814,8.824
"1836",32.822,8.821
"1837",32.813,8.82
"1838",32.826,8.826
"1839",32.824,8.82
"1840",32.811,8.819
"1841",32.833,8.825
"1842",32.821,8.819
"1843",32.823,8.818
"1844",32.828,8.823
"1845",32.824,8.817
"1846",32.824,8.817
"1847",32.822,8.817
"1848",32.832,8.819
"1849",32.835,8.815
"1850",32.821,8.814
"1851",32.839,8.82
"1852",32.835,8.813
"1853",32.826,8.812
"1854",32.844,8.819
"1855",32.834,8.812
"1856",32.837,8.81
"1857",32.833,8.815
"1858",32.834,8.813
"1859",32.846,8.81
"1860",32.842,8.809
"1861",32.845,8.815
"1862",32.852,8.81
"1863",32.845,8.807
"1864",32.856,8.814
"1865",32.851,8.807
"1866",32.85,8.806
"1867",32.861,8.812
"1868",32.853,8.805
"1869",32.851,8.805
"1870",32.856,8.808
"1871",32.863,8.808
"1872",32.866,8.804
"1873",32.856,8.803
"1874",32.872,8.809
"1875",32.869,8.803
"1876",32.859,8.801
"1877",32.875,8.808
"1878",32.868,8.8
"1879",32.867,8.8
"1880",32.866,8.805
"1881",32.868,8.801
"1882",32.871,8.799
"1883",32.873,8.799
"1884",32.878,8.804
"1885",32.88,8.798
"1886",32.871,8.796
"1887",32.882,8.803
"1888",32.879,8.797
"1889",32.877,8.796
"1890",32.882,8.802
"1891",32.877,8.796
"1892",32.881,8.794
"1893",32.878,8.797
"1894",32.885,8.796
"1895",32.883,8.794
"1896",32.884,8.792
"1897",32.893,8.797
"1898",32.885,8.793
"1899",32.878,8.791
"1900",32.897,8.797
"1901",32.888,8.789
"1902",32.886,8.789
"1903",32.886,8.794
"1904",32.889,8.789
"1905",32.893,8.787
"1906",32.887,8.788
"1907",32.903,8.792
"1908",32.902,8.786
"1909",32.894,8.784
"1910",32.908,8.792
"1911",32.907,8.785
"1912",32.907,8.783
"1913",32.915,8.79
"1914",32.905,8.783
"1915",32.914,8.783
"1916",32.91,8.785
"1917",32.913,8.785
"1918",32.922,8.782
"1919",32.914,8.781
"1920",32.931,8.786
"1921",32.924,8.781
"1922",32.914,8.779
"1923",32.933,8.786
"1924",32.925,8.779
"1925",32.922,8.778
"1926",32.927,8.784
"1927",32.921,8.778
"1928",32.931,8.778
"1929",32.929,8.778
"1930",32.933,8.781
"1931",32.94,8.776
"1932",32.927,8.775
"1933",32.944,8.781
"1934",32.936,8.775
"1935",32.931,8.773
"1936",32.945,8.78
"1937",32.942,8.773
"1938",32.94,8.772
"1939",32.939,8.777
"1940",32.941,8.774
"1941",32.951,8.771
"1942",32.947,8.769
"1943",32.95,8.776
"1944",32.95,8.771
"1945",32.94,8.768
"1946",32.96,8.774
"1947",32.951,8.769
"1948",32.947,8.767
"1949",32.957,8.773
"1950",32.954,8.767
"1951",32.955,8.766
"1952",32.957,8.768
"1953",32.96,8.768
"1954",32.963,8.764
"1955",32.952,8.763
"1956",32.967,8.77
"1957",32.969,8.764
"1958",32.959,8.762
"1959",32.973,8.769
"1960",32.974,8.761
"1961",32.975,8.76
"1962",32.969,8.765
"1963",32.973,8.761
"1964",32.979,8.759
"1965",32.979,8.759
"1966",32.983,8.763
"1967",32.982,8.759
"1968",32.974,8.757
"1969",32.994,8.763
"1970",32.986,8.758
"1971",32.982,8.756
"1972",32.989,8.762
"1973",32.986,8.755
"1974",32.983,8.755
"1975",32.981,8.757
"1976",32.987,8.757
"1977",32.987,8.753
"1978",32.981,8.752
"1979",32.994,8.758
"1980",32.991,8.752
"1981",32.985,8.751
"1982",33.001,8.756
"1983",32.995,8.749
"1984",32.994,8.748
"1985",32.988,8.754
"1986",32.997,8.748
"1987",33,8.747
"1988",32.993,8.747
"1989",33.002,8.751
"1990",33.008,8.746
"1991",32.999,8.744
"1992",33.016,8.751
"1993",33.008,8.745
"1994",33.009,8.743
"1995",33.022,8.749
"1996",33.008,8.743
"1997",33.015,8.742
"1998",33.012,8.745
"1999",33.017,8.742
"2000",33.018,8.74
"2001",33.018,8.739
"2002",33.026,8.745
"2003",33.021,8.739
"2004",33.014,8.737
"2005",33.042,8.744
"2006",33.031,8.736
"2007",33.026,8.736
"2008",33.029,8.741
"2009",33.032,8.735
"2010",33.043,8.733
"2011",33.027,8.735
"2012",33.037,8.737
"2013",33.043,8.733
"2014",33.035,8.731
"2015",33.048,8.738
"2016",33.048,8.732
"2017",33.037,8.73
"2018",33.058,8.737
"2019",33.048,8.729
"2020",33.047,8.729
"2021",33.049,8.733
"2022",33.046,8.73
"2023",33.055,8.727
"2024",33.049,8.726
"2025",33.056,8.732
"2026",33.054,8.727
"2027",33.054,8.724
"2028",33.068,8.731
"2029",33.061,8.724
"2030",33.054,8.722
"2031",33.066,8.729
"2032",33.062,8.722
"2033",33.06,8.721
"2034",33.06,8.723
"2035",33.065,8.723
"2036",33.073,8.719
"2037",33.063,8.718
"2038",33.08,8.724
"2039",33.079,8.718
"2040",33.07,8.715
"2041",33.084,8.722
"2042",33.082,8.716
"2043",33.08,8.714
"2044",33.078,8.719
"2045",33.084,8.715
"2046",33.09,8.713
"2047",33.088,8.712
"2048",33.092,8.717
"2049",33.094,8.712
"2050",33.093,8.71
"2051",33.108,8.716
"2052",33.095,8.71
"2053",33.094,8.709
"2054",33.106,8.714
"2055",33.104,8.708
"2056",33.106,8.707
"2057",33.1,8.71
"2058",33.109,8.709
"2059",33.115,8.705
"2060",33.106,8.705
"2061",33.116,8.71
"2062",33.114,8.704
"2063",33.11,8.702
"2064",33.124,8.709
"2065",33.117,8.702
"2066",33.115,8.701
"2067",33.118,8.706
"2068",33.124,8.7
"2069",33.128,8.698
"2070",33.12,8.698
"2071",33.128,8.703
"2072",33.13,8.698
"2073",33.123,8.696
"2074",33.14,8.702
"2075",33.127,8.696
"2076",33.128,8.694
"2077",33.139,8.7
"2078",33.133,8.694
"2079",33.134,8.693
"2080",33.134,8.695
"2081",33.136,8.693
"2082",33.142,8.691
"2083",33.133,8.689
"2084",33.148,8.695
"2085",33.145,8.689
"2086",33.136,8.688
"2087",33.157,8.694
"2088",33.145,8.686
"2089",33.146,8.685
"2090",33.147,8.692
"2091",33.156,8.685
"2092",33.158,8.683
"2093",33.151,8.684
"2094",33.157,8.687
"2095",33.169,8.682
"2096",33.161,8.68
"2097",33.174,8.687
"2098",33.169,8.68
"2099",33.163,8.678
"2100",33.181,8.685
"2101",33.165,8.678
"2102",33.171,8.677
"2103",33.169,8.681
"2104",33.174,8.678
"2105",33.175,8.677
"2106",33.17,8.675
"2107",33.18,8.68
"2108",33.184,8.675
"2109",33.173,8.673
"2110",33.188,8.68
"2111",33.184,8.672
"2112",33.177,8.671
"2113",33.19,8.677
"2114",33.185,8.671
"2115",33.19,8.669
"2116",33.183,8.671
"2117",33.191,8.671
"2118",33.195,8.668
"2119",33.188,8.666
"2120",33.2,8.672
"2121",33.197,8.666
"2122",33.194,8.663
"2123",33.203,8.67
"2124",33.197,8.663
"2125",33.2,8.662
"2126",33.202,8.666
"2127",33.201,8.663
"2128",33.206,8.66
"2129",33.201,8.659
"2130",33.209,8.664
"2131",33.213,8.659
"2132",33.208,8.657
"2133",33.224,8.663
"2134",33.214,8.656
"2135",33.213,8.655
"2136",33.226,8.661
"2137",33.224,8.654
"2138",33.221,8.653
"2139",33.218,8.655
"2140",33.231,8.655
"2141",33.234,8.651
"2142",33.225,8.65
"2143",33.241,8.656
"2144",33.241,8.649
"2145",33.236,8.647
"2146",33.247,8.654
"2147",33.237,8.647
"2148",33.243,8.645
"2149",33.244,8.651
"2150",33.244,8.647
"2151",33.252,8.644
"2152",33.245,8.644
"2153",33.254,8.649
"2154",33.26,8.643
"2155",33.254,8.641
"2156",33.268,8.647
"2157",33.257,8.64
"2158",33.252,8.639
"2159",33.261,8.645
"2160",33.257,8.638
"2161",33.258,8.638
"2162",33.256,8.64
"2163",33.262,8.639
"2164",33.266,8.636
"2165",33.259,8.633
"2166",33.278,8.639
"2167",33.27,8.633
"2168",33.263,8.631
"2169",33.277,8.638
"2170",33.267,8.63
"2171",33.267,8.63
"2172",33.275,8.635
"2173",33.275,8.629
"2174",33.282,8.628
"2175",33.275,8.627
"2176",33.283,8.632
"2177",33.295,8.626
"2178",33.285,8.624
"2179",33.297,8.63
"2180",33.291,8.624
"2181",33.291,8.622
"2182",33.299,8.629
"2183",33.294,8.621
"2184",33.3,8.621
"2185",33.303,8.624
"2186",33.306,8.621
"2187",33.306,8.619
"2188",33.3,8.618
"2189",33.316,8.623
"2190",33.316,8.617
"2191",33.3,8.615
"2192",33.318,8.622
"2193",33.308,8.615
"2194",33.311,8.613
"2195",33.316,8.62
"2196",33.315,8.614
"2197",33.318,8.611
"2198",33.318,8.613
"2199",33.321,8.615
"2200",33.326,8.611
"2201",33.324,8.608
"2202",33.333,8.614
"2203",33.33,8.608
"2204",33.32,8.606
"2205",33.336,8.613
"2206",33.327,8.605
"2207",33.334,8.604
"2208",33.33,8.609
"2209",33.339,8.605
"2210",33.34,8.603
"2211",33.332,8.602
"2212",33.347,8.606
"2213",33.347,8.601
"2214",33.337,8.599
"2215",33.35,8.604
"2216",33.341,8.597
"2217",33.338,8.597
"2218",33.35,8.602
"2219",33.347,8.596
"2220",33.353,8.594
"2221",33.348,8.596
"2222",33.357,8.597
"2223",33.363,8.591
"2224",33.357,8.59
"2225",33.371,8.596
"2226",33.367,8.59
"2227",33.36,8.587
"2228",33.37,8.594
"2229",33.366,8.587
"2230",33.375,8.585
"2231",33.376,8.59
"2232",33.376,8.586
"2233",33.38,8.584
"2234",33.379,8.582
"2235",33.39,8.587
"2236",33.388,8.582
"2237",33.377,8.58
"2238",33.396,8.586
"2239",33.388,8.579
"2240",33.379,8.579
"2241",33.392,8.584
"2242",33.393,8.577
"2243",33.397,8.575
"2244",33.389,8.578
"2245",33.395,8.577
"2246",33.399,8.574
"2247",33.396,8.571
"2248",33.407,8.577
"2249",33.407,8.571
"2250",33.398,8.569
"2251",33.412,8.575
"2252",33.408,8.568
"2253",33.412,8.566
"2254",33.414,8.571
"2255",33.41,8.566
"2256",33.418,8.564
"2257",33.413,8.564
"2258",33.424,8.567
"2259",33.421,8.563
"2260",33.418,8.56
"2261",33.432,8.567
"2262",33.426,8.559
"2263",33.419,8.558
"2264",33.433,8.564
"2265",33.425,8.556
"2266",33.429,8.555
"2267",33.428,8.558
"2268",33.432,8.557
"2269",33.437,8.553
"2270",33.43,8.552
"2271",33.452,8.557
"2272",33.449,8.551
"2273",33.439,8.548
"2274",33.453,8.555
"2275",33.451,8.548
"2276",33.452,8.545
"2277",33.453,8.551
"2278",33.457,8.545
"2279",33.464,8.544
"2280",33.46,8.544
"2281",33.465,8.547
"2282",33.476,8.542
"2283",33.465,8.54
"2284",33.486,8.545
"2285",33.472,8.54
"2286",33.469,8.538
"2287",33.481,8.543
"2288",33.476,8.536
"2289",33.477,8.535
"2290",33.476,8.539
"2291",33.48,8.536
"2292",33.483,8.533
"2293",33.48,8.531
"2294",33.49,8.537
"2295",33.492,8.53
"2296",33.48,8.528
"2297",33.5,8.534
"2298",33.489,8.527
"2299",33.491,8.526
"2300",33.495,8.531
"2301",33.497,8.524
"2302",33.504,8.522
"2303",33.496,8.524
"2304",33.504,8.525
"2305",33.51,8.52
"2306",33.506,8.517
"2307",33.522,8.524
"2308",33.517,8.517
"2309",33.507,8.516
"2310",33.525,8.521
"2311",33.519,8.514
"2312",33.522,8.513
"2313",33.522,8.516
"2314",33.521,8.513
"2315",33.528,8.511
"2316",33.526,8.509
"2317",33.535,8.514
"2318",33.532,8.508
"2319",33.529,8.505
"2320",33.546,8.512
"2321",33.54,8.504
"2322",33.534,8.503
"2323",33.543,8.508
"2324",33.545,8.501
"2325",33.549,8.5
"2326",33.54,8.502
"2327",33.549,8.502
"2328",33.555,8.498
"2329",33.549,8.495
"2330",33.562,8.502
"2331",33.558,8.495
"2332",33.552,8.493
"2333",33.567,8.499
"2334",33.562,8.491
"2335",33.563,8.49
"2336",33.566,8.494
"2337",33.569,8.49
"2338",33.572,8.488
"2339",33.571,8.486
"2340",33.582,8.491
"2341",33.577,8.485
"2342",33.572,8.482
"2343",33.589,8.489
"2344",33.579,8.482
"2345",33.576,8.48
"2346",33.584,8.485
"2347",33.582,8.478
"2348",33.59,8.477
"2349",33.581,8.479
"2350",33.588,8.478
"2351",33.595,8.474
"2352",33.587,8.472
"2353",33.599,8.477
"2354",33.596,8.471
"2355",33.59,8.469
"2356",33.608,8.476
"2357",33.602,8.467
"2358",33.601,8.465
"2359",33.604,8.47
"2360",33.609,8.465
"2361",33.618,8.463
"2362",33.608,8.462
"2363",33.619,8.467
"2364",33.62,8.461
"2365",33.621,8.458
"2366",33.635,8.465
"2367",33.625,8.458
"2368",33.625,8.456
"2369",33.642,8.461
"2370",33.638,8.454
"2371",33.637,8.452
"2372",33.636,8.454
"2373",33.639,8.454
"2374",33.65,8.45
"2375",33.634,8.449
"2376",33.652,8.454
"2377",33.651,8.447
"2378",33.644,8.446
"2379",33.658,8.451
"2380",33.656,8.444
"2381",33.655,8.442
"2382",33.654,8.446
"2383",33.657,8.441
"2384",33.664,8.439
"2385",33.66,8.438
"2386",33.663,8.442
"2387",33.669,8.436
"2388",33.665,8.434
"2389",33.683,8.44
"2390",33.672,8.433
"2391",33.671,8.431
"2392",33.683,8.437
"2393",33.679,8.429
"2394",33.679,8.427
"2395",33.678,8.43
"2396",33.682,8.43
"2397",33.687,8.425
"2398",33.686,8.422
"2399",33.692,8.429
"2400",33.692,8.422
"2401",33.687,8.419
"2402",33.705,8.426
"2403",33.696,8.418
"2404",33.693,8.416
"2405",33.698,8.42
"2406",33.705,8.415
"2407",33.706,8.413
"2408",33.7,8.412
"2409",33.713,8.416
"2410",33.719,8.41
"2411",33.711,8.407
"2412",33.723,8.414
"2413",33.723,8.407
"2414",33.722,8.405
"2415",33.732,8.411
"2416",33.724,8.403
"2417",33.731,8.401
"2418",33.725,8.404
"2419",33.732,8.402
"2420",33.736,8.399
"2421",33.73,8.398
"2422",33.744,8.402
"2423",33.74,8.396
"2424",33.737,8.394
"2425",33.754,8.401
"2426",33.746,8.392
"2427",33.747,8.39
"2428",33.746,8.395
"2429",33.749,8.389
"2430",33.752,8.387
"2431",33.746,8.386
"2432",33.757,8.39
"2433",33.76,8.385
"2434",33.752,8.381
"2435",33.769,8.387
"2436",33.763,8.381
"2437",33.763,8.378
"2438",33.779,8.384
"2439",33.767,8.376
"2440",33.772,8.374
"2441",33.767,8.377
"2442",33.777,8.375
"2443",33.784,8.372
"2444",33.776,8.37
"2445",33.79,8.375
"2446",33.793,8.368
"2447",33.785,8.366
"2448",33.801,8.373
"2449",33.793,8.364
"2450",33.793,8.363
"2451",33.804,8.367
"2452",33.795,8.361
"2453",33.802,8.358
"2454",33.798,8.36
"2455",33.812,8.362
"2456",33.815,8.356
"2457",33.806,8.353
"2458",33.822,8.359
"2459",33.817,8.352
"2460",33.813,8.349
"2461",33.825,8.356
"2462",33.821,8.348
"2463",33.82,8.346
"2464",33.825,8.349
"2465",33.824,8.347
"2466",33.837,8.343
"2467",33.832,8.341
